family,display_name,node_id,source_url,source_sha256,page_version_badge,inputs,outputs,dynamic_inputs,defaults,animation,arrays_groups,errors,resources,edge_behavior,build_availability,status,prerequisite,fixture
filter,Lens Blur,Node_Blur_Bokeh,https://docs.pixel-composer.com/nodes/filter/blur/non_linear/blur_bokeh.html,e9d227c1ef07808f98a943dd9e5d12e2e66baa883867dea4fc5870be30ef6d74,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Uv Map""},{""type"":""slider"",""name"":""Uv Mix""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""float"",""name"":""Strength""},{""type"":""int"",""name"":""Iteration""},{""type"":""enum"",""name"":""Colorize""},{""type"":""gradient"",""name"":""Gradient""},{""type"":""float"",""name"":""Intensity""},{""type"":""float"",""name"":""Scale""},{""type"":""slider"",""name"":""Shift""},{""type"":""float"",""name"":""Contrast""},{""type"":""float"",""name"":""Contrast Factor""},{""type"":""float"",""name"":""Smoothness""},{""type"":""float"",""name"":""Rotation""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,Brush,Node_Brush_Linear,https://docs.pixel-composer.com/nodes/filter/blur/non_linear/brush_linear.html,0a0987efbb8a4f7c997070779ad5a483b6ee67759f5af058e7d7bff7e652a71d,1.18.0,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""toggle"",""name"":""Channel""},{""type"":""int"",""name"":""Iteration""},{""type"":""float"",""name"":""Length""},{""type"":""slider"",""name"":""Attenuation""},{""type"":""slider"",""name"":""Circulation""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,FXAA,Node_FXAA,https://docs.pixel-composer.com/nodes/filter/blur/non_linear/fxaa.html,4c66d9c408893fef82651c9222f6e8dd2b1f3aae96e3f5beb1c27d4fca8bb493,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""slider"",""name"":""Distance""},{""type"":""slider"",""name"":""Mix""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""surface"",""name"":""Mask""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,Kuwahara,Node_Kuwahara,https://docs.pixel-composer.com/nodes/filter/blur/non_linear/kuwahara.html,cf65fef7720bcaffce5328df2eeafa5d89cfdf82a8775bc77cd28ec5664c1976,pre 1.18,"[{""type"":""float"",""name"":""Unused""},{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Uv Map""},{""type"":""slider"",""name"":""Uv Mix""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""enum"",""name"":""Types""},{""type"":""int"",""name"":""Radius""},{""type"":""slider"",""name"":""Alpha""},{""type"":""slider"",""name"":""Zero Crossing""},{""type"":""float"",""name"":""Hardness""},{""type"":""float"",""name"":""Sharpness""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,Symmetric NN,Node_Symmetric_NN,https://docs.pixel-composer.com/nodes/filter/blur/non_linear/symmetric_nn.html,0e48df1e2c34e8965a3c13c3717c2fba80428ccded223655b22d8584c516b00d,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""color"",""name"":""Color""},{""type"":""float"",""name"":""Radius""},{""type"":""float"",""name"":""Intensity""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,Alpha Cutoff,Node_Alpha_Cutoff,https://docs.pixel-composer.com/nodes/filter/color/adjustment/alpha_cutoff.html,2b8b694eb57acf1f5de2bf087c4538aa8ad2747c87f3b40cf52728fcdd04c434,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""slider"",""name"":""Minimum""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,"current public MIT source b69eca232217360cf1502ef0223523d818606652: Minimum, Mask, Mix, Invert mask, Mask feather; snapshot may postdate supplied projects; exact GPU sampling unverified",unverified: reference executable unavailable,documented and blocked by named prerequisite,native controls implemented; named prerequisite: approved executable comparison and mask junction alpha-only behavior,engine.imagegraph: 322 assertions/37 cases; exact mask mix channel pixels; executable comparison unavailable
filter,Color Adjust,Node_Color_adjust,https://docs.pixel-composer.com/nodes/filter/color/adjustment/color_adjust.html,353e512b7b02fb45a3b6c7cf3cb83a9b7034f1a7fe145decf6e539c9884e02df,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""slider"",""name"":""Alpha""},{""type"":""enum"",""name"":""Input Type""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""bool"",""name"":""Invert Mask""},{""type"":""palette"",""name"":""Color""},{""type"":""slider"",""name"":""Mask Feather""},{""type"":""slider"",""name"":""Brightness""},{""type"":""slider"",""name"":""Contrast""},{""type"":""slider"",""name"":""Exposure""},{""type"":""slider"",""name"":""Hue""},{""type"":""slider"",""name"":""Saturation""},{""type"":""slider"",""name"":""Value""},{""type"":""color"",""name"":""Blend""},{""type"":""enum"",""name"":""Blend Mode""},{""type"":""slider"",""name"":""Blend Amount""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""color"",""name"":""Color Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,mapped parameters and palette branch explicitly unavailable in private helper,unverified: reference executable unavailable,documented and blocked by named prerequisite,"native image.color_adjust scalar Surface graph covers source order, 13 blend modes, alpha and channel with direct mask; mapped parameter textures, typed palette/color input, mask modification and executable comparison remain","native exact RGBA, masked-alpha and graph scalar/unsupported fixtures; test_imagegraph 124 cases/1248 assertions; pinned MIT source b69eca232217360cf1502ef0223523d818606652"
filter,Color Blind,Node_Color_Blind,https://docs.pixel-composer.com/nodes/filter/color/adjustment/color_blind.html,cf56ed03aa558c17712f3fdd701c4d70d2357aad78b2c1b06b989793b267c17f,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""color"",""name"":""Color""},{""type"":""enum"",""name"":""Type""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,Select Color,Node_Color_Select,https://docs.pixel-composer.com/nodes/filter/color/adjustment/color_select.html,994eb237aaab80302dba67fd0257d9055aed3cac5b3a8bbfc64037ddeccb1132,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""slider"",""name"":""H Shift""},{""type"":""slider"",""name"":""H Min""},{""type"":""slider"",""name"":""H Min Range""},{""type"":""slider"",""name"":""H Max""},{""type"":""slider"",""name"":""H Max Range""},{""type"":""slider"",""name"":""S Shift""},{""type"":""slider"",""name"":""S Min""},{""type"":""slider"",""name"":""S Min Range""},{""type"":""slider"",""name"":""S Max""},{""type"":""slider"",""name"":""S Max Range""},{""type"":""slider"",""name"":""V Shift""},{""type"":""slider"",""name"":""V Min""},{""type"":""slider"",""name"":""V Min Range""},{""type"":""slider"",""name"":""V Max""},{""type"":""slider"",""name"":""V Max Range""},{""type"":""bool"",""name"":""Use Input Alpha""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
filter,Curve,Node_Curve,https://docs.pixel-composer.com/nodes/filter/color/adjustment/curve.html,297ef2cbe6305509bb47cc801ed962221c4a71bf739ad32fd2d7211364e3950b,1.18.0,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""curve"",""name"":""Brightness""},{""type"":""curve"",""name"":""Red""},{""type"":""curve"",""name"":""Green""},{""type"":""curve"",""name"":""Blue""},{""type"":""curve"",""name"":""Alpha""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,"pinned MIT source b69eca232217360cf1502ef0223523d818606652 applies RGBA curves before mean-RGB Brightness and assigns Brightness target to zero-mean RGB; GLSL uniform permits at most 9 anchors with six-number header; official docs mention a 1.21.2.009 black-pixel fix, whose ordering against supplied nightly version 121092 is uncertain",unverified: reference executable unavailable,documented and blocked by named prerequisite,"native image.curve graph supports source interpolated and step Curve modes with at most 9 anchors, per-channel and Brightness order, channel and direct mask/mix; mask feather, larger or undefined curves, and executable comparison remain unavailable","native exact identity, inversion, black-pixel, step/cubic/header remap, typed graph and channel fixtures; test_imagegraph 168 cases/1538 assertions; five supplied PXC Curve nodes have linked Surface and custom two-anchor Brightness but importer projection remains separate; pinned MIT source b69eca232217360cf1502ef0223523d818606652"
